1|1|4/13/2023 12:00:00 AM|False|1|100|Resources/Images/a2.jpg|/Resources/Images/a2.jpg|False|4/13/2023|False
2|2|4/16/2023 12:00:00 AM|False|1|0|Resources/Images/a2.jpg|/Resources/Images/a2.jpg|False|4/16/2023|True
3|3|4/19/2023 12:00:00 AM|False|1|0|Resources/Images/clock.png|/Resources/Images/clock.png|False|4/19/2023|True
4|4|4/13/2023 12:00:00 AM|True|1|0|Resources/Images/a1.jpg|/Resources/Images/a1.jpg|False|4/13/2023|False
5|5|4/13/2023 12:00:00 AM|True|1|0|Resources/Images/a1.jpg|/Resources/Images/a1.jpg|False|4/13/2023|False
6|6|4/13/2023 12:00:00 AM|True|1|0|Resources/Images/profile.jpg|/Resources/Images/profile.jpg|False|4/13/2023|False
7|7|4/14/2023 12:00:00 AM|True|1|0|Resources/Images/a1.jpg|/Resources/Images/a1.jpg|False|4/14/2023|False
8|8|4/15/2023 12:00:00 AM|False|1|0|Resources/Images/a1.jpg|/Resources/Images/a1.jpg|False|4/15/2023|False
9|9|4/15/2023 12:00:00 AM|False|1|0|Resources/Images/a1.jpg|/Resources/Images/a1.jpg|False|4/15/2023|False
10|10|4/15/2021 12:00:00 AM|True|1|100|Resources/Images/accommodation.jpg|/Resources/Images/accommodation.jpg|False|4/15/2021|False
11|11|4/15/2020 12:00:00 AM|True|1|0|Resources/Images/add.png|/Resources/Images/add.png|False|4/15/2020|False
12|12|4/15/2023 12:00:00 AM|True|1|0|Resources/Images/accommodation.jpg|/Resources/Images/accommodation.jpg|False|4/15/2023|False
13|13|4/18/2023 12:00:00 AM|False|1|0|Resources/Images/a2.jpg|/Resources/Images/a2.jpg|False|4/18/2023|True
14|14|4/17/2023 12:00:00 AM|False|1|0|Resources/Images/house.jpg|/Resources/Images/house.jpg|False|4/17/2023|True
15|15|4/27/2023 12:00:00 AM|False|1|0|Resources/Images/a1.jpg|/Resources/Images/a1.jpg|False|4/27/2023|True
16|16|4/15/2023 12:00:00 AM|True|1|0|Resources/Images/a2.jpg|/Resources/Images/a2.jpg|False|4/15/2023|False
17|17|4/15/2023 12:00:00 AM|False|1|0|Resources/Images/account.png|/Resources/Images/account.png|False|4/15/2023|False
18|18|4/18/2023 12:00:00 AM|False|1|0|Resources/Images/tools.png|/Resources/Images/tools.png|False|4/18/2023|True
19|19|4/17/2023 12:00:00 AM|True|1|150|Resources/Images/a1.jpg|/Resources/Images/a1.jpg|False|4/17/2023|False
20|20|4/17/2023 12:00:00 AM|True|1|300|Resources/Images/a1.jpg|/Resources/Images/a1.jpg|False|4/17/2023|False
21|21|4/17/2022 12:00:00 AM|True|1|0|Resources/Images/house.jpg|/Resources/Images/house.jpg|False|4/17/2022|False
22|22|4/17/2023 12:00:00 AM|True|1|0|Resources/Images/add.png|/Resources/Images/add.png|False|4/17/2023|False
23|23|4/17/2023 12:00:00 AM|True|1|0|Resources/Images/add.png|/Resources/Images/add.png|False|4/17/2023|False
24|24|4/17/2023 12:00:00 AM|True|1|0|Resources/Images/a1.jpg|/Resources/Images/a1.jpg|False|4/17/2023|False
25|25|4/17/2023 12:00:00 AM|True|1|0|Resources/Images/accommodation.jpg|/Resources/Images/accommodation.jpg|False|4/17/2023|False
26|26|4/17/2023 12:00:00 AM|True|1|0|Resources/Images/a1.jpg|/Resources/Images/a1.jpg|False|4/17/2023|False
27|27|4/17/2023 12:00:00 AM|True|1|0|Resources/Images/accommodation.png|/Resources/Images/accommodation.png|False|4/17/2023|False
28|28|4/20/2023 12:00:00 AM|False|1|0|Resources/Images/a2.jpg|/Resources/Images/a2.jpg|False|4/20/2023|True
29|29|4/20/2023 12:00:00 AM|False|1|0|Resources/Images/trebinje.jpg|/Resources/Images/trebinje.jpg|False|4/20/2023|True
30|30|4/18/2023 12:00:00 AM|True|1|0|Resources/Images/trebinje.jpg|/Resources/Images/trebinje.jpg|False|4/18/2023|False
31|31|4/19/2023 12:00:00 AM|True|1|0|Resources/Images/athens.jpg|/Resources/Images/athens.jpg|False|4/19/2023|False
32|32|4/22/2023 12:00:00 AM|False|1|0|Resources/Images/trebinje.jpg|/Resources/Images/trebinje.jpg|False|4/22/2023|True
33|33|4/19/2023 12:00:00 AM|True|1|100|Resources/Images/a1.jpg|/Resources/Images/a1.jpg|False|4/19/2023|False
